"https://www.youtube.com/watch?v=do5OgV0vXdw"	"cat dancing together"
"https://www.pond5.com/free"	"1000 free video in b/w"
"https://archive.org/details/stock_footage"	"archive free videos in CC"
"http://archive.org/search.php?query=%2Fmetadata%2Flicenseurl%3A%28http%2Apublicdomain%2A%29%20AND%20mediatype%3Amovies"	
"https://guides.library.harvard.edu/c.php?g=310751&p=2072820"	"list"

